gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,math_score_original,reading_score_original,writing_score_original,gender_original,race/ethnicity_original,parental_level_of_education_original,lunch_original,test_preparation_course_original,math_score_binned
1,3,0,0,1,0.998030313456181,0.3795314360159032,0.6485487622097513,81,75,78,male,group D,associate's degree,free/reduced,none,2
1,3,4,0,1,-0.2577684815257622,-0.6273976323607121,-0.5997370453706269,63,61,60,male,group D,some college,free/reduced,none,1
0,3,2,1,1,0.02129791735911408,0.16376092136377138,0.37115191608077835,67,72,74,female,group D,high school,standard,none,1
1,1,2,1,1,-0.4670682806894194,-0.12393309817240444,-0.5997370453706269,60,68,60,male,group B,high school,standard,none,0
1,1,2,1,1,-0.3275350812469813,-1.0589386616649759,-1.0158323145640864,62,55,54,male,group B,high school,standard,none,1
0,2,5,0,0,-2.6298328720472104,-2.1377912349256354,-1.7093244298865187,29,40,44,female,group C,some high school,free/reduced,completed,0
1,1,4,1,0,-0.3275350812469813,-0.26778010794049234,-0.044943353112681036,62,66,68,male,group B,some college,standard,completed,1
0,4,3,1,0,1.904996109832029,2.105695553232958,2.1742314159191025,94,99,100,female,group E,master's degree,standard,completed,2
1,4,4,1,0,1.2770967123410573,0.3795314360159032,-0.044943353112681036,85,75,68,male,group E,some college,standard,completed,2
1,3,0,0,1,0.7189639145713047,0.5953019506680352,0.30180270454853514,77,78,73,male,group D,associate's degree,free/reduced,none,1
1,0,2,0,1,-0.9554344787379528,-0.843168147012844,-1.7093244298865187,53,58,44,male,group A,high school,free/reduced,none,0
1,4,4,0,1,1.8352295101108098,1.4583840092765625,0.9952948198709675,93,90,83,male,group E,some college,free/reduced,none,2
0,2,0,1,1,-1.2345008776228292,-1.2027856714330638,-1.0851815260963296,49,53,53,female,group C,associate's degree,standard,none,0
0,4,0,0,1,0.4398975156864285,0.4514549408999472,0.6485487622097513,73,76,78,female,group E,associate's degree,free/reduced,none,1
0,2,1,0,0,-0.04846868236210499,0.3076079311318593,0.856596396806481,66,74,81,female,group C,bachelor's degree,free/reduced,completed,1
0,3,0,1,1,0.7189639145713047,0.5233784457839912,0.30180270454853514,77,77,73,female,group D,associate's degree,standard,none,1
0,2,5,1,1,-1.2345008776228292,-0.4835506225926242,-0.8771338914995999,49,63,56,female,group C,some high school,standard,none,0
0,3,4,0,1,0.8584971140137428,1.3864605043925187,1.2033424544676972,79,89,86,female,group D,some college,free/reduced,none,1
0,2,0,1,0,0.5794307151288666,0.882995970204211,1.4807393005966702,75,82,90,female,group C,associate's degree,standard,completed,1
0,0,1,1,1,-0.5368348804106384,0.16376092136377138,0.09375506995180544,59,72,70,female,group A,bachelor's degree,standard,none,0
0,3,0,1,0,-0.6763680798530766,0.5953019506680352,0.7178979737419946,57,78,79,female,group D,associate's degree,standard,completed,0
1,2,2,0,1,-0.04846868236210499,-0.26778010794049234,-0.6690862569028702,66,66,59,male,group C,high school,free/reduced,none,1
0,4,1,1,0,0.8584971140137428,0.811072465320167,0.9259456083387243,79,81,82,female,group E,bachelor's degree,standard,completed,1
0,1,5,1,1,-0.6763680798530766,-0.1958566030564484,0.2324534930162919,57,67,72,female,group B,some high school,standard,none,0
1,0,1,1,0,1.4166299117834955,1.026842979972299,1.2726916659999405,87,84,87,male,group A,bachelor's degree,standard,completed,2
0,3,4,1,1,-0.2577684815257622,-0.41162711770858024,-0.11429256464492427,63,64,67,female,group D,some college,standard,none,1
0,1,5,0,0,-0.5368348804106384,-0.4835506225926242,-0.32234019924165397,59,63,64,female,group B,some high school,free/reduced,completed,0
1,0,1,0,1,-0.3275350812469813,0.16376092136377138,-0.25299098770941075,62,72,65,male,group A,bachelor's degree,free/reduced,none,1
1,3,2,1,1,-1.4438006767864864,-2.569332264229899,-2.2641181221444646,46,34,36,male,group D,high school,standard,none,0
1,2,4,1,1,-0.04846868236210499,-0.7712446421288001,-1.1545307376285727,66,59,52,male,group C,some college,standard,none,1
1,3,2,1,1,1.5561631112259335,1.2426134946244307,0.7178979737419946,89,87,79,male,group D,high school,standard,none,2
0,3,0,0,0,-1.7228670756713627,-0.6273976323607121,-0.7384354684351134,42,61,58,female,group D,associate's degree,free/reduced,completed,0
1,2,4,1,0,1.8352295101108098,1.026842979972299,1.4807393005966702,93,84,90,male,group C,some college,standard,completed,2
0,4,5,1,0,0.928263713734962,1.0987664848563428,1.133993242935454,80,85,85,female,group E,some high school,standard,completed,2
0,3,4,1,1,2.184062508716905,2.1776190581170023,2.1048822043868594,98,100,99,female,group D,some college,standard,none,2
1,3,3,1,1,0.998030313456181,0.811072465320167,1.0646440314032108,81,81,84,male,group D,master's degree,standard,none,2
0,1,5,1,0,-0.4670682806894194,0.019913911595683467,0.37115191608077835,60,70,74,female,group B,some high school,standard,completed,0
0,1,0,0,0,0.6491973148500857,1.7460780288127384,1.2726916659999405,76,94,87,female,group B,associate's degree,free/reduced,completed,1
1,2,0,1,0,0.4398975156864285,0.5953019506680352,0.2324534930162919,73,78,72,male,group C,associate's degree,standard,completed,1
0,2,0,1,0,2.044529309274467,1.8899250385808264,2.1048822043868594,96,96,99,female,group C,associate's degree,standard,completed,2
0,2,2,1,1,0.6491973148500857,0.4514549408999472,0.37115191608077835,76,76,74,female,group C,high school,standard,none,1
1,4,0,0,0,1.6956963106683718,0.23568442624781533,0.7872471852742378,91,73,80,male,group E,associate's degree,free/reduced,completed,2
0,2,4,0,1,-0.3275350812469813,0.16376092136377138,0.09375506995180544,62,72,70,female,group C,some college,free/reduced,none,1
1,3,5,0,0,-0.8159012792955147,-0.7712446421288001,-0.6690862569028702,55,59,59,male,group D,some high school,free/reduced,completed,0
0,1,5,0,0,0.5096641154076476,1.4583840092765625,1.3420408775321837,74,90,88,female,group B,some high school,free/reduced,completed,1
1,2,2,1,1,-1.16473427790161,-1.5624031958532836,-1.8480228529510052,50,48,42,male,group C,high school,standard,none,0
1,1,4,1,1,-1.3740340770652673,-1.9220207202735033,-1.9173720644832484,47,43,41,male,group B,some college,standard,none,0
1,4,4,1,0,0.998030313456181,0.3076079311318593,0.16310428148404868,81,74,71,male,group E,some college,standard,completed,2
0,4,0,1,0,-0.11823528208332405,0.3795314360159032,0.5791995506775081,65,75,77,female,group E,associate's degree,standard,completed,1
1,4,5,1,0,0.09106451708033314,-1.3466326812011518,-0.8077846799673566,68,51,57,male,group E,some high school,standard,completed,1
0,3,2,0,1,0.4398975156864285,1.6022310190446505,1.0646440314032108,73,92,84,female,group D,high school,free/reduced,none,1
1,2,4,1,1,-0.9554344787379528,-2.2097147398096793,-2.1947689106122215,53,39,37,male,group C,some college,standard,none,0
0,1,0,0,0,0.09106451708033314,0.5233784457839912,0.7872471852742378,68,77,80,female,group B,associate's degree,free/reduced,completed,1
1,0,5,0,1,-0.8159012792955147,-1.7062502056213715,-1.7786736414187618,55,46,43,male,group A,some high school,free/reduced,none,0
0,2,4,1,0,1.4166299117834955,1.3864605043925187,1.7581361467256431,87,89,94,female,group C,some college,standard,completed,2
1,3,5,1,1,-0.8159012792955147,-1.6343267007373274,-1.7093244298865187,55,47,44,male,group D,some high school,standard,none,0
0,4,4,0,1,-0.9554344787379528,-0.843168147012844,-0.8077846799673566,53,58,57,female,group E,some college,free/reduced,none,0
1,2,3,1,1,0.02129791735911408,-0.9150916518968879,-0.6690862569028702,67,57,59,male,group C,master's degree,standard,none,1
1,2,0,1,1,1.7654629103895907,0.667225455552079,1.0646440314032108,92,79,84,male,group C,associate's degree,standard,none,2
0,1,4,0,0,-0.9554344787379528,-0.26778010794049234,0.30180270454853514,53,66,73,female,group B,some college,free/reduced,completed,0
1,3,0,1,1,0.998030313456181,0.09183741647972742,0.30180270454853514,81,71,73,male,group D,associate's degree,standard,none,2
1,2,2,0,1,-0.39730168096820034,-0.6993211372447561,-0.9464831030318431,61,60,55,male,group C,high school,free/reduced,none,1
1,3,1,1,1,0.928263713734962,0.23568442624781533,0.2324534930162919,80,73,72,male,group D,bachelor's degree,standard,none,2
0,0,0,0,1,-2.071700074277458,-0.9150916518968879,-0.8771338914995999,37,57,56,female,group A,associate's degree,free/reduced,none,0
0,2,2,1,1,0.998030313456181,1.026842979972299,0.9259456083387243,81,84,82,female,group C,high school,standard,none,2
0,2,0,1,0,-0.5368348804106384,0.23568442624781533,0.2324534930162919,59,73,72,female,group C,associate's degree,standard,completed,0
1,1,4,0,1,-0.8159012792955147,-1.0589386616649759,-1.501276795289789,55,55,47,male,group B,some college,free/reduced,none,0
1,3,0,1,1,0.3701309159652094,0.667225455552079,0.37115191608077835,72,79,74,male,group D,associate's degree,standard,none,1
1,3,2,1,1,0.1608311168015522,0.3795314360159032,0.16310428148404868,69,75,71,male,group D,high school,standard,none,1
1,2,4,1,1,0.1608311168015522,-0.41162711770858024,-0.044943353112681036,69,64,68,male,group C,some college,standard,none,1
0,2,1,0,1,-1.16473427790161,-0.6993211372447561,-0.6690862569028702,50,60,59,female,group C,bachelor's degree,free/reduced,none,0
1,1,4,1,0,1.4166299117834955,1.026842979972299,1.2033424544676972,87,84,86,male,group B,some college,standard,completed,2
1,3,5,1,0,0.30036431624399035,-0.05200959328836049,-0.044943353112681036,71,69,68,male,group D,some high school,standard,completed,1
1,4,4,1,1,0.09106451708033314,0.16376092136377138,-0.25299098770941075,68,72,65,male,group E,some college,standard,none,1
1,2,3,0,0,0.8584971140137428,0.5233784457839912,0.4405011276130216,79,77,75,male,group C,master's degree,free/reduced,completed,1
0,2,5,1,0,0.7189639145713047,1.4583840092765625,1.133993242935454,77,90,85,female,group C,some high school,standard,completed,1
1,2,0,0,1,-0.6066014801318576,-1.0589386616649759,-1.0851815260963296,58,55,53,male,group C,associate's degree,free/reduced,none,0
0,4,0,1,1,1.2073301126198381,1.8180015336967823,1.6194377236611566,84,95,92,female,group E,associate's degree,standard,none,2
1,3,4,1,1,-0.8159012792955147,-0.843168147012844,-1.1545307376285727,55,58,52,male,group D,some college,standard,none,0
1,4,1,0,0,0.23059771652277128,-0.12393309817240444,0.2324534930162919,70,68,72,male,group E,bachelor's degree,free/reduced,completed,1
0,3,4,0,0,-1.0252010784591719,-0.7712446421288001,-0.25299098770941075,52,59,65,female,group D,some college,free/reduced,completed,0
1,1,4,1,0,0.1608311168015522,0.5233784457839912,0.5791995506775081,69,77,77,male,group B,some college,standard,completed,1
0,2,2,0,1,-0.9554344787379528,0.16376092136377138,-0.32234019924165397,53,72,64,female,group C,high school,free/reduced,none,0
0,3,5,1,1,-1.3042674773440481,-0.843168147012844,-1.0158323145640864,48,58,54,female,group D,some high school,standard,none,0
1,3,5,1,0,0.7887305142925238,0.811072465320167,1.2033424544676972,78,81,86,male,group D,some high school,standard,completed,1
0,1,2,1,1,-0.3275350812469813,-0.5554741274766681,-0.39168941077389724,62,62,63,female,group B,high school,standard,none,1
1,3,4,1,1,-0.4670682806894194,-0.4835506225926242,-0.6690862569028702,60,63,59,male,group D,some college,standard,none,0
0,1,2,1,1,0.5096641154076476,0.16376092136377138,0.2324534930162919,74,72,72,female,group B,high school,standard,none,1
0,2,2,1,0,-0.6066014801318576,0.3795314360159032,0.5791995506775081,58,75,77,female,group C,high school,standard,completed,0
1,1,2,1,0,0.6491973148500857,-0.5554741274766681,-0.5997370453706269,76,62,60,male,group B,high school,standard,completed,1
0,3,5,1,1,0.09106451708033314,0.09183741647972742,0.4405011276130216,68,71,75,female,group D,some high school,standard,none,1
1,0,4,0,1,-0.6066014801318576,-0.6993211372447561,-0.8077846799673566,58,60,57,male,group A,some college,free/reduced,none,0
1,1,2,1,1,-1.0252010784591719,-1.5624031958532836,-1.3625783722253024,52,48,49,male,group B,high school,standard,none,0
1,3,1,1,1,0.5794307151288666,0.23568442624781533,0.37115191608077835,75,73,74,male,group D,bachelor's degree,standard,none,1
0,1,5,0,0,-1.0252010784591719,-0.1958566030564484,0.2324534930162919,52,67,72,female,group B,some high school,free/reduced,completed,0
0,2,1,0,1,-0.3275350812469813,0.5953019506680352,0.7178979737419946,62,78,79,female,group C,bachelor's degree,free/reduced,none,1
1,1,4,1,1,-0.04846868236210499,-0.3397036128245363,-0.5997370453706269,66,65,60,male,group B,some college,standard,none,1
0,1,5,0,1,-1.2345008776228292,-0.843168147012844,-0.9464831030318431,49,58,55,female,group B,some high school,free/reduced,none,0
0,1,2,1,1,-0.04846868236210499,0.16376092136377138,0.09375506995180544,66,72,70,female,group B,high school,standard,none,1
0,2,4,0,1,-2.211233273719896,-1.8500972153894593,-1.7786736414187618,35,44,43,female,group C,some college,free/reduced,none,0
0,0,4,1,0,0.3701309159652094,0.667225455552079,0.9259456083387243,72,79,82,female,group A,some college,standard,completed,1
1,4,0,1,0,1.904996109832029,1.0987664848563428,0.9259456083387243,94,85,82,male,group E,associate's degree,standard,completed,2
0,3,0,0,1,-1.4438006767864864,-0.9870151567809319,-0.8077846799673566,46,56,57,female,group D,associate's degree,free/reduced,none,0
0,1,3,1,1,0.7189639145713047,1.4583840092765625,1.0646440314032108,77,90,84,female,group B,master's degree,standard,none,1
0,1,2,0,0,0.6491973148500857,1.0987664848563428,0.9259456083387243,76,85,82,female,group B,high school,free/reduced,completed,1
0,2,0,1,0,-1.0252010784591719,-0.7712446421288001,-0.46103862230614046,52,59,62,female,group C,associate's degree,standard,completed,0
1,2,1,1,0,1.6956963106683718,0.811072465320167,0.7178979737419946,91,81,79,male,group C,bachelor's degree,standard,completed,2
0,1,5,1,0,-2.4205330728835532,-1.3466326812011518,-1.7093244298865187,32,51,44,female,group B,some high school,standard,completed,0
0,4,5,0,1,0.3701309159652094,0.667225455552079,0.5791995506775081,72,79,77,female,group E,some high school,free/reduced,none,1
1,2,0,0,1,0.09106451708033314,-0.3397036128245363,-0.5303878338383837,68,65,61,male,group C,associate's degree,free/reduced,none,1
0,2,3,0,1,-1.0252010784591719,-0.3397036128245363,-0.5303878338383837,52,65,61,female,group C,master's degree,free/reduced,none,0
0,1,2,1,1,-1.3042674773440481,-0.5554741274766681,-0.5997370453706269,48,62,60,female,group B,high school,standard,none,0
0,3,4,0,1,-0.4670682806894194,-0.26778010794049234,0.09375506995180544,60,66,70,female,group D,some college,free/reduced,none,0
1,3,2,0,1,-0.04846868236210499,0.3076079311318593,0.0244058584195622,66,74,69,male,group D,high school,free/reduced,none,1
1,4,5,1,0,1.5561631112259335,1.026842979972299,0.5791995506775081,89,84,77,male,group E,some high school,standard,completed,2
0,1,2,1,1,-1.7228670756713627,-1.2747091763171077,-1.223879949160816,42,52,51,female,group B,high school,standard,none,0
0,4,0,0,0,-0.6763680798530766,-0.12393309817240444,0.30180270454853514,57,68,73,female,group E,associate's degree,free/reduced,completed,0
1,3,2,1,1,0.23059771652277128,0.019913911595683467,0.09375506995180544,70,70,70,male,group D,high school,standard,none,1
0,4,0,0,1,0.23059771652277128,1.026842979972299,0.856596396806481,70,84,81,female,group E,associate's degree,free/reduced,none,1
1,4,4,1,1,0.1608311168015522,-0.6993211372447561,-1.0158323145640864,69,60,54,male,group E,some college,standard,none,1
0,2,0,1,1,-1.0252010784591719,-1.0589386616649759,-0.8077846799673566,52,55,57,female,group C,associate's degree,standard,none,0
1,2,5,1,0,0.02129791735911408,0.23568442624781533,-0.044943353112681036,67,73,68,male,group C,some high school,standard,completed,1
1,2,5,1,0,0.6491973148500857,0.739148960436123,0.30180270454853514,76,80,73,male,group C,some high school,standard,completed,1
0,4,0,1,1,1.4166299117834955,1.7460780288127384,1.8274853582578863,87,94,95,female,group E,associate's degree,standard,none,2
0,1,4,1,1,1.0677969131774,1.0987664848563428,1.2726916659999405,82,85,87,female,group B,some college,standard,none,2
0,2,4,1,1,0.4398975156864285,0.4514549408999472,0.6485487622097513,73,76,78,female,group C,some college,standard,none,1
1,0,4,0,1,0.5794307151288666,0.811072465320167,0.37115191608077835,75,81,74,male,group A,some college,free/reduced,none,1
0,3,4,0,1,-0.18800188180454314,0.3076079311318593,0.4405011276130216,64,74,75,female,group D,some college,free/reduced,none,1
0,4,2,0,1,-1.7926336753925818,-1.7781737105054154,-1.9867212760154915,41,45,40,female,group E,high school,free/reduced,none,0
1,2,2,1,1,1.6259297109471527,0.3795314360159032,0.0244058584195622,90,75,69,male,group C,high school,standard,none,2
1,1,1,1,1,-0.5368348804106384,-1.1308621665490197,-1.223879949160816,59,54,51,male,group B,bachelor's degree,standard,none,0
1,0,5,1,1,-1.094967678180391,-2.7851027788820306,-2.2641181221444646,51,31,36,male,group A,some high school,standard,none,0
1,0,2,0,1,-1.5135672765077055,-1.6343267007373274,-1.3625783722253024,45,47,49,male,group A,high school,free/reduced,none,0
0,2,3,1,0,-0.8856678790167338,-0.41162711770858024,-0.11429256464492427,54,64,67,female,group C,master's degree,standard,completed,0
1,4,5,1,0,1.4166299117834955,1.026842979972299,0.5098503391452649,87,84,76,male,group E,some high school,standard,completed,2
0,2,2,1,1,0.3701309159652094,0.739148960436123,0.9952948198709675,72,80,83,female,group C,high school,standard,none,1
1,1,5,1,0,1.904996109832029,1.1706899897403868,1.2726916659999405,94,86,87,male,group B,some high school,standard,completed,2
0,0,1,1,1,-1.5135672765077055,-0.7712446421288001,-0.32234019924165397,45,59,64,female,group A,bachelor's degree,standard,none,0
1,3,1,0,0,-0.39730168096820034,0.019913911595683467,0.5098503391452649,61,70,76,male,group D,bachelor's degree,free/reduced,completed,1
0,1,2,0,1,-0.4670682806894194,0.16376092136377138,-0.044943353112681036,60,72,68,female,group B,high school,free/reduced,none,0
0,2,5,1,1,0.7189639145713047,1.5303075141606066,1.3420408775321837,77,91,88,female,group C,some high school,standard,none,1
0,0,5,1,0,1.2770967123410573,1.4583840092765625,1.6194377236611566,85,90,92,female,group A,some high school,standard,completed,2
0,3,1,0,1,0.7887305142925238,1.4583840092765625,1.6887869351934,78,90,93,female,group D,bachelor's degree,free/reduced,none,1
1,4,4,0,0,-1.2345008776228292,-1.2747091763171077,-1.223879949160816,49,52,51,male,group E,some college,free/reduced,completed,0
0,1,2,0,1,0.30036431624399035,1.2426134946244307,0.9259456083387243,71,87,82,female,group B,high school,free/reduced,none,1
0,2,5,0,1,-1.3042674773440481,-0.843168147012844,-1.1545307376285727,48,58,52,female,group C,some high school,free/reduced,none,0
1,2,2,1,1,-0.3275350812469813,-0.1958566030564484,-0.7384354684351134,62,67,58,male,group C,high school,standard,none,1
0,2,0,0,0,-0.7461346795742957,-0.12393309817240444,0.09375506995180544,56,68,70,female,group C,associate's degree,free/reduced,completed,0
0,2,5,1,1,-0.11823528208332405,-0.05200959328836049,0.5098503391452649,65,69,76,female,group C,some high school,standard,none,1
0,3,5,0,0,0.1608311168015522,1.1706899897403868,0.856596396806481,69,86,81,female,group D,some high school,free/reduced,completed,1
1,1,5,1,1,0.09106451708033314,-1.1308621665490197,-1.0851815260963296,68,54,53,male,group B,some high school,standard,none,1
0,0,4,0,1,-0.39730168096820034,-0.6993211372447561,-0.8077846799673566,61,60,57,female,group A,some college,free/reduced,none,1
0,2,1,0,0,0.5096641154076476,1.1706899897403868,1.4113900890644269,74,86,89,female,group C,bachelor's degree,free/reduced,completed,1
1,0,1,1,1,-0.18800188180454314,-0.6993211372447561,-0.7384354684351134,64,60,58,male,group A,bachelor's degree,standard,none,1
0,1,2,1,0,0.7189639145713047,0.882995970204211,1.4113900890644269,77,82,89,female,group B,high school,standard,completed,1
1,1,4,1,1,-0.6066014801318576,-1.4185561860851956,-1.6399752183542755,58,50,45,male,group B,some college,standard,none,0
0,2,2,1,0,-0.4670682806894194,-0.41162711770858024,0.37115191608077835,60,64,74,female,group C,high school,standard,completed,0
1,4,2,1,1,0.4398975156864285,-0.41162711770858024,-0.8077846799673566,73,64,57,male,group E,high school,standard,none,1
0,0,2,1,0,0.5794307151288666,0.882995970204211,0.7178979737419946,75,82,79,female,group A,high school,standard,completed,1
1,1,0,0,0,-0.6066014801318576,-0.9150916518968879,-1.0851815260963296,58,57,53,male,group B,associate's degree,free/reduced,completed,0
0,2,0,1,1,-0.04846868236210499,0.5233784457839912,0.30180270454853514,66,77,73,female,group C,associate's degree,standard,none,1
0,3,2,0,1,-1.9321668748350198,-1.2747091763171077,-1.5706260068220321,39,52,46,female,group D,high school,free/reduced,none,0
1,2,5,1,1,-0.18800188180454314,-0.843168147012844,-1.223879949160816,64,58,51,male,group C,some high school,standard,none,1
1,1,4,0,0,0.5096641154076476,0.5233784457839912,0.5098503391452649,74,77,76,male,group B,some college,free/reduced,completed,1
0,3,5,0,0,-1.8624002751138007,-0.3397036128245363,-0.32234019924165397,40,65,64,female,group D,some high school,free/reduced,completed,0
1,4,3,1,1,1.6259297109471527,1.0987664848563428,1.0646440314032108,90,85,84,male,group E,master's degree,standard,none,2
1,2,3,1,0,1.6956963106683718,1.0987664848563428,1.133993242935454,91,85,85,male,group C,master's degree,standard,completed,2
1,3,2,1,1,-0.18800188180454314,-1.1308621665490197,-1.2932291606930593,64,54,50,male,group D,high school,standard,none,1
0,2,2,1,1,-0.5368348804106384,0.16376092136377138,-0.044943353112681036,59,72,68,female,group C,high school,standard,none,0
1,3,0,1,1,0.928263713734962,0.3795314360159032,0.0244058584195622,80,75,69,male,group D,associate's degree,standard,none,2
1,2,3,1,1,0.30036431624399035,-0.1958566030564484,-0.11429256464492427,71,67,67,male,group C,master's degree,standard,none,1
0,0,2,1,1,-0.39730168096820034,-0.12393309817240444,-0.39168941077389724,61,68,63,female,group A,high school,standard,none,1
0,4,4,1,1,1.4166299117834955,1.0987664848563428,1.6887869351934,87,85,93,female,group E,some college,standard,none,2
1,4,5,1,1,1.0677969131774,-0.1958566030564484,-0.5303878338383837,82,67,61,male,group E,some high school,standard,none,2
1,2,5,1,1,-0.3275350812469813,-0.41162711770858024,-0.9464831030318431,62,64,55,male,group C,some high school,standard,none,1
0,1,1,1,1,2.114295908995686,1.9618485434648703,1.8968345697901297,97,97,96,female,group B,bachelor's degree,standard,none,2
1,1,4,0,1,0.5794307151288666,-0.12393309817240444,-0.25299098770941075,75,68,65,male,group B,some college,free/reduced,none,1
0,2,1,1,1,-0.11823528208332405,0.667225455552079,0.856596396806481,65,79,81,female,group C,bachelor's degree,standard,none,1
1,1,2,1,0,-1.0252010784591719,-1.4904796909692395,-1.5706260068220321,52,49,46,male,group B,high school,standard,completed,0
1,2,0,0,1,1.4166299117834955,0.23568442624781533,0.2324534930162919,87,73,72,male,group C,associate's degree,free/reduced,none,2
0,2,0,1,1,-0.9554344787379528,-0.5554741274766681,-1.0851815260963296,53,62,53,female,group C,associate's degree,standard,none,0
0,4,3,0,1,0.998030313456181,1.1706899897403868,1.2726916659999405,81,86,87,female,group E,master's degree,free/reduced,none,2
1,3,1,0,0,-1.9321668748350198,-1.9939442251575472,-2.1254196990799783,39,42,38,male,group D,bachelor's degree,free/reduced,completed,0
0,2,4,1,0,0.30036431624399035,0.09183741647972742,0.7872471852742378,71,71,80,female,group C,some college,standard,completed,1
1,2,0,1,1,2.114295908995686,1.6741545239286943,1.5500885121289134,97,93,91,male,group C,associate's degree,standard,none,2
1,3,4,1,0,1.0677969131774,0.882995970204211,1.3420408775321837,82,82,88,male,group D,some college,standard,completed,2
1,2,2,0,1,-0.5368348804106384,-1.2027856714330638,-1.1545307376285727,59,53,52,male,group C,high school,free/reduced,none,0
1,1,0,1,1,-0.39730168096820034,-1.9939442251575472,-1.9173720644832484,61,42,41,male,group B,associate's degree,standard,none,1
1,4,0,0,0,0.7887305142925238,0.3076079311318593,0.2324534930162919,78,74,72,male,group E,associate's degree,free/reduced,completed,1
1,2,0,0,1,-1.2345008776228292,-1.3466326812011518,-1.223879949160816,49,51,51,male,group C,associate's degree,free/reduced,none,0
1,1,2,1,1,-0.5368348804106384,-0.843168147012844,-1.501276795289789,59,58,47,male,group B,high school,standard,none,0
0,2,4,1,0,0.23059771652277128,0.16376092136377138,0.5098503391452649,70,72,76,female,group C,some college,standard,completed,1
1,1,0,1,0,1.0677969131774,1.026842979972299,0.6485487622097513,82,84,78,male,group B,associate's degree,standard,completed,2
1,4,0,0,1,1.6259297109471527,1.4583840092765625,0.9259456083387243,90,90,82,male,group E,associate's degree,free/reduced,none,2
0,2,1,0,1,-1.6531004759501435,-0.5554741274766681,-0.5303878338383837,43,62,61,female,group C,bachelor's degree,free/reduced,none,0
1,2,4,0,1,0.928263713734962,-0.41162711770858024,-0.1836417761771675,80,64,66,male,group C,some college,free/reduced,none,2
1,3,4,1,1,0.998030313456181,0.882995970204211,1.0646440314032108,81,82,84,male,group D,some college,standard,none,2
1,2,5,1,1,-0.6763680798530766,-0.6273976323607121,-1.0158323145640864,57,61,54,male,group C,some high school,standard,none,0
0,3,5,1,1,-0.5368348804106384,0.16376092136377138,0.7872471852742378,59,72,80,female,group D,some high school,standard,none,0
0,3,0,1,1,-0.18800188180454314,0.4514549408999472,0.37115191608077835,64,76,74,female,group D,associate's degree,standard,none,1
1,2,1,1,0,-0.2577684815257622,-0.41162711770858024,-0.1836417761771675,63,64,66,male,group C,bachelor's degree,standard,completed,1
0,4,1,1,0,0.30036431624399035,0.019913911595683467,0.09375506995180544,71,70,70,female,group E,bachelor's degree,standard,completed,1
0,1,2,0,1,-0.18800188180454314,0.23568442624781533,0.16310428148404868,64,73,71,female,group B,high school,free/reduced,none,1
1,3,1,0,1,-0.8159012792955147,-1.7062502056213715,-1.7093244298865187,55,46,44,male,group D,bachelor's degree,free/reduced,none,0
0,4,0,1,1,-1.094967678180391,-1.3466326812011518,-1.0158323145640864,51,51,54,female,group E,associate's degree,standard,none,0
0,2,0,1,0,-0.3275350812469813,0.4514549408999472,0.7872471852742378,62,76,80,female,group C,associate's degree,standard,completed,1
0,4,0,1,0,1.8352295101108098,2.1776190581170023,1.8274853582578863,93,100,95,female,group E,associate's degree,standard,completed,2
1,2,2,0,1,-0.8856678790167338,0.16376092136377138,-0.6690862569028702,54,72,59,male,group C,high school,free/reduced,none,0
0,3,4,0,1,0.1608311168015522,-0.3397036128245363,0.37115191608077835,69,65,74,female,group D,some college,free/reduced,none,1
1,3,2,0,1,-1.5833338762289244,-1.3466326812011518,-1.4319275837575458,44,51,48,male,group D,high school,free/reduced,none,0
0,4,4,1,0,1.3468633120622764,1.0987664848563428,1.5500885121289134,86,85,91,female,group E,some college,standard,completed,2
0,4,0,1,1,1.2770967123410573,1.6022310190446505,1.133993242935454,85,92,85,female,group E,associate's degree,standard,none,2
0,0,3,0,1,-1.16473427790161,-0.1958566030564484,0.30180270454853514,50,67,73,female,group A,master's degree,free/reduced,none,0
1,3,5,1,0,1.4863965115047144,0.3076079311318593,0.4405011276130216,88,74,75,male,group D,some high school,standard,completed,2
0,4,0,1,1,-0.5368348804106384,-0.5554741274766681,0.0244058584195622,59,62,69,female,group E,associate's degree,standard,none,0
0,4,5,0,1,-2.4205330728835532,-2.569332264229899,-2.1254196990799783,32,34,38,female,group E,some high school,free/reduced,none,0
0,1,5,0,0,-0.2577684815257622,0.5953019506680352,0.7178979737419946,63,78,79,female,group B,some high school,free/reduced,completed,1
1,3,0,1,0,0.02129791735911408,-1.1308621665490197,-0.39168941077389724,67,54,63,male,group D,associate's degree,standard,completed,1
0,3,5,1,0,-0.11823528208332405,0.5953019506680352,0.9259456083387243,65,78,82,female,group D,some high school,standard,completed,1
1,3,3,1,1,1.2770967123410573,1.026842979972299,1.4113900890644269,85,84,89,male,group D,master's degree,standard,none,2
0,2,3,1,1,0.4398975156864285,0.5953019506680352,0.37115191608077835,73,78,74,female,group C,master's degree,standard,none,1
0,0,2,0,0,-2.280999873441115,-1.5624031958532836,-1.9173720644832484,34,48,41,female,group A,high school,free/reduced,completed,0
0,3,1,0,0,1.8352295101108098,2.1776190581170023,2.1742314159191025,93,100,100,female,group D,bachelor's degree,free/reduced,completed,2
